flags,instruction,category,intent
BIL,can I see the accepted payment modalities?,PAYMENT,check_payment_methods
BLZ,I expect an restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BILQ,what do i have to do to submit the shipping address,SHIPPING,set_up_shipping_address
BL,find information about the deletion of a {{Account Type}} account,ACCOUNT,delete_account
BKZ,using pro accouny,ACCOUNT,switch_account
BELZ,I  cannot set up my shipping address,SHIPPING,set_up_shipping_address
BEL,I do not know what I have to do to list your payment methods,PAYMENT,check_payment_methods
BLQZ,i have gog to speak to customer support,CONTACT,contact_customer_service
BLQ,i try to chat with a live agent,CONTACT,contact_human_agent
BL,assistance with switching something of order {{Order Number}},ORDER,change_order
BLQ,i dont know how i can delete something from order {{Order Number}},ORDER,change_order
BEL,"I do not know what I need to do to download invoice #85632",INVOICE,get_invoice
BK,checking invoice,INVOICE,check_invoice
BLM,I don't know how I can see the early exit penalties,CANCEL,check_cancellation_fee
BILQ,can i inform of an issue with a registration,ACCOUNT,registration_problems
BL,help to see what hours I can contact customer support,CONTACT,contact_customer_service
BL,I can't subscribe to the newsletter,SUBSCRIPTION,newsletter_subscription
BL,I need assistance to set my secondary delivery address up,SHIPPING,set_up_shipping_address
BILQ,can uhelp me canceling my subscription to ur newsletter,SUBSCRIPTION,newsletter_subscription
BLQZ,need help to get a copmpensation of money,REFUND,get_refund
BLZ,I call to  file a claim,FEEDBACK,complaint
BL,find information about the termination of a platinum account,ACCOUNT,delete_account
BLQZ,neerd help chatting with a human agent,CONTACT,contact_human_agent
BLQZ,assistance to see ru accepted payment options,PAYMENT,check_payment_methods
BQ,i need assistance to cancel order {{Order Number}},ORDER,cancel_order
BIL,is it possible to chat with an operator?,CONTACT,contact_human_agent
BILMQ,how can i give a quick look at my bills from {{Person Name}},INVOICE,check_invoice
BCILMQ,need to see what shipment options are there how to do it,DELIVERY,delivery_options
BL,I don't know how I can delete the freemium account,ACCOUNT,delete_account
BKLM,notifying of problems creating user account,ACCOUNT,registration_problems
BLZ,"ser the bill #85632",INVOICE,check_invoice
BILM,how can I get the bills from {{Person Name}}?,INVOICE,get_invoice
BLQ,wanna know about cancel the subscription to ur newsletter,SUBSCRIPTION,newsletter_subscription
BL,I need assistance to talk with an operator,CONTACT,contact_human_agent
BLS,shipping to {{Delivery City}},DELIVERY,delivery_options
BLQ,"I'm trying to download the invoice #00108",INVOICE,get_invoice
BL,editing data on {{Account Category}} account,ACCOUNT,edit_account
BELMQ,i do not know how i can download my bills from {{Person Name}},INVOICE,get_invoice
BLQZ,i want information about the deletion of my gold accounnt,ACCOUNT,delete_account
BILQ,is it possible to contact an operator,CONTACT,contact_human_agent
BMQZ,need assistance getting refunds of moey,REFUND,get_refund
BCILM,"I have got to earn several items, how can I do it?",ORDER,place_order
B,help me filing a complaint,FEEDBACK,complaint
BLQ,want help opening a pro account for my daughter,ACCOUNT,create_account
BILQW,where can i see my fucking bill from {{Person Name}},INVOICE,check_invoice
BLQ,i want assistance creating a {{Account Type}} account for my fiance,ACCOUNT,create_account
BCELMV,"I have paid {{Currency Symbol}}{{Refund Amount}} for these articles, I want a refund",REFUND,get_refund
BILZ,what do I have to do to submit thw delivery address?,SHIPPING,set_up_shipping_address
BEL,I do not know how I can enter the new delivery address,SHIPPING,set_up_shipping_address
BZ,I don't know how I can create a {{Account Category}} accoiunt,ACCOUNT,create_account
BLQZ,i exepct a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BLQ,I'm trying to write a review for ur company,FEEDBACK,review
BL,"I need assistance to look for the invoice #00108",INVOICE,check_invoice
BL,there is a trouble setting another delivery address up,SHIPPING,set_up_shipping_address
BCILP,"I have lost the bill #37777, will you send it to me?",INVOICE,get_invoice
BKL,update order {{Order Number}},ORDER,change_order
BL,help me to use the {{Account Type}} profile,ACCOUNT,switch_account
BCIQ,wanna check order {{Order Number}} status can uhelp me,ORDER,track_order
BZ,I need help cancelling oredr {{Order Number}},ORDER,cancel_order
BELMNQ,i cannot check if there are any news on the compensation,REFUND,track_refund
BL,I don't know how I can change to the {{Account Category}} account,ACCOUNT,switch_account
BCLZ,"I havve to sign up to the newsletter, I need assistance",SUBSCRIPTION,newsletter_subscription
BILM,can you help me solve issues with online payments?,PAYMENT,payment_issue
BCILP,"I need to order something, will you help me?",ORDER,place_order
B,I want help to cancel the company newsletter subscription,SUBSCRIPTION,newsletter_subscription
BLM,problems with premium account deletions,ACCOUNT,delete_account
BLQ,help me checking ur accepted payment modalities,PAYMENT,check_payment_methods
BILQ,can uhelp me to cancel purchase {{Order Number}},ORDER,cancel_order
BL,I want help closing my pro account,ACCOUNT,delete_account
BLMZ,I ened help reporting problems with payment,PAYMENT,payment_issue
BL,help me retrieving my user profile PIN,ACCOUNT,recover_password
BILQ,how to check what payment options are available,PAYMENT,check_payment_methods
BL,I don't know how to check the early exit charge,CANCEL,check_cancellation_fee
BLQ,i have got to leave my feedback for ur company,FEEDBACK,review
BLZ,I have an error entering another hsipping address,SHIPPING,set_up_shipping_address
BCLM,"I paid {{Currency Symbol}}{{Refund Amount}} for these items, help receiving a compensation",REFUND,get_refund
BCZ,"I bought something, help me cancel purchasae {{Order Number}}",ORDER,cancel_order
BLMQZ,i need assistance notifying of  signup problems,ACCOUNT,registration_problems
BEL,I do not know how I can write an opinion about a product,FEEDBACK,review
BLN,I can no longer afford purchase {{Order Number}},ORDER,cancel_order
BI,how can I contact customer service?,CONTACT,contact_customer_service
BILP,could you help me talking with customer assistance?,CONTACT,contact_customer_service
BELQ,i do not know what to do to leave an opinion for a product,FEEDBACK,review
BL,I have an issue submitting a different delivery address,SHIPPING,set_up_shipping_address
BLZ,erorr submitting the new shipping address,SHIPPING,set_up_shipping_address
BCILQ,need to set my secondary delivery address up how do i do it,SHIPPING,set_up_shipping_address
BKLZ,check termnation charge,CANCEL,check_cancellation_fee
BKLM,updating details on premium account,ACCOUNT,edit_account
BCILQ,i have to change the personal data can ya help me,ACCOUNT,edit_account
BCIL,"I want to see how soon can I expect my order, how to do it?",DELIVERY,delivery_period
BLZ,I have to spak to someone,CONTACT,contact_human_agent
BEL,I do not know what I need to do to purchase something,ORDER,place_order
BIL,can you help me demand a reimbursement of money?,REFUND,get_refund
BL,look for my invoice from {{Person Name}},INVOICE,check_invoice
BLQ,i dont know what i have to do to change to the {{Account Type}} account,ACCOUNT,switch_account
BLM,I have got to ask for refunds,REFUND,get_refund
BILM,can I add several articles to order {{Order Number}}?,ORDER,change_order
BK,switching to standard account,ACCOUNT,switch_account
BLQ,i have got to check how soon can i expect the order,DELIVERY,delivery_period
BKL,canceling platinum account,ACCOUNT,delete_account
BL,I need to submit the secondary shipping address,SHIPPING,set_up_shipping_address
BLMZ,help me adding several rpoducts to order {{Order Number}},ORDER,change_order
BLW,help me check how soon can I expect my fucking product,DELIVERY,delivery_period
BIQSZ,can i order frrom {{Delivery Country}},DELIVERY,delivery_options
BL,I don't know what to do to locate the bill from {{Person Name}},INVOICE,check_invoice
BIL,what do I need to do to open a {{Account Type}} account?,ACCOUNT,create_account
BLMQZ,i have got to purchase sone articles,ORDER,place_order
BCEL,"I cannot understand you, I need help speaking to someone",CONTACT,contact_human_agent
BLMZ,I need hepp requesting compensations,REFUND,get_refund
BCLMQZ,i paid $1499for this article help obtaining a refund,REFUND,get_refund
BLZ,I need help with adding a producft to order {{Order Number}},ORDER,change_order
BLQ,i want help correcting purchase {{Order Number}},ORDER,change_order
BLQ,want help to see the available payment modalities,PAYMENT,check_payment_methods
BL,I am waiting for a restitution of {{Refund Amount}} dollars,REFUND,track_refund
BLMQZ,i have to report issues with onlpine payment,PAYMENT,payment_issue
BIL,can I see when will my article arrive?,DELIVERY,delivery_period
BILW,what do I have to do to speak with a damn operator?,CONTACT,contact_human_agent
BELM,I do not know how to ask for rebates of my money,REFUND,get_refund
BL,help me to check how soon can I expect the article,DELIVERY,delivery_period
BIPQ,could ya help me changing an item of order {{Order Number}},ORDER,change_order
BKL,informing of problem with payment,PAYMENT,payment_issue
BCIL,"I need to call customer support, how do I do it?",CONTACT,contact_customer_service
BLQZ,want help making an reclamation against your organization,FEEDBACK,complaint
BLZ,I am waiting for a reimbursement of {{Refund Amount}} dollras,REFUND,track_refund
BCIL,"I have got to track purchase {{Order Number}}, how can I do it?",ORDER,track_order
BILM,how can I inform of issues with online payment?,PAYMENT,payment_issue
BLQ,i want help to use the {{Account Type}} profile,ACCOUNT,switch_account
BLZ,there is a problem setting up my new  shipping address,SHIPPING,set_up_shipping_address
BL,I want assistance to list the accepted payment methods,PAYMENT,check_payment_methods
BLN,I can't afford order {{Order Number}},ORDER,cancel_order
BQZ,need help to cancel the company newslette subscription,SUBSCRIPTION,newsletter_subscription
BLQZ,i have an problem with the pass recovery,ACCOUNT,recover_password
BKLZ,open freemium cacount for wife,ACCOUNT,create_account
BL,I don't know what I need to do to talk with a live agent,CONTACT,contact_human_agent
BILM,where to acquire several of your article?,ORDER,place_order
BLZ,I don't know how to change a item of purchase {{Order Number}},ORDER,change_order
BKL,see restitution current status,REFUND,track_refund
BLQW,need help submitting bloody feedback for a service,FEEDBACK,review
BLQ,i dont know what to do to notify of an issue with a sign-up,ACCOUNT,registration_problems
BLM,I don't know what I need to do to report registration errors,ACCOUNT,registration_problems
BK,create pro account,ACCOUNT,create_account
BL,help me see the allowed payment options,PAYMENT,check_payment_methods
BIL,is there an address to leave a comment for your company?,FEEDBACK,review
BLN,I can no longer afford purchase {{Order Number}},ORDER,cancel_order
BLZ,trouble setting up my secondarydelivery address,SHIPPING,set_up_shipping_address
BLM,help me to notify of issues with a signup,ACCOUNT,registration_problems
BLW,I am trying to check how soon can I expect the damn shipment,DELIVERY,delivery_period
BL,assistance to retrieve the key of my account,ACCOUNT,recover_password
BM,I have to report payment issues,PAYMENT,payment_issue
BILQ,can ya help me notifying of an issue with a sign-up,ACCOUNT,registration_problems
BCILMQ,wanna inform of errors with online payment can uhelp me,PAYMENT,payment_issue
BLQ,i need assistance sending my feedback for a product,FEEDBACK,review
BILQ,can i create a gold account,ACCOUNT,create_account
BL,help to check what hours I can reach customer support,CONTACT,contact_customer_service
BCELMNQ,i cannot sign up i need to report sign-up problems,ACCOUNT,registration_problems
BLQ,"i dont know what i have to do to download my invoice #00108",INVOICE,get_invoice
